Row ID,Order ID,Product ID,Sales,Quantity,Discount,Profit,Shipping Cost
49,MX-2011-127145,FUR-FU-10003608,26.76,2,0,7.48,2.04
50,MX-2014-100783,OFF-FA-10002353,44.9,5,0,8.5,3.206
51,MX-2011-168662,OFF-SU-10003665,66.88,4,0,28.72,3.356
52,US-2011-150987,TEC-CO-10003142,230.673,3,0.402,-85.6475,9.81
53,US-2011-150987,TEC-CO-10001756,172.439,3,0.402,-3.48072,5.57
54,US-2011-150987,OFF-AP-10004958,683.496,3,0.4,-79.764,50.128
55,US-2011-150987,OFF-EN-10000755,27.72,2,0.4,4.12,1.597
56,MX-2013-156013,OFF-FA-10003529,21.84,3,0.2,3,0.892
57,MX-2013-156013,FUR-BO-10000734,200.544,4,0.4,-13.376,13.966
58,MX-2011-137897,TEC-PH-10000018,2124.5,5,0,488.6,447.657
59,US-2011-134950,OFF-AR-10001402,22.716,3,0.4,-11.784,1.578
60,MX-2013-152611,TEC-PH-10003416,391.32,9,0,144.72,28.183
61,MX-2011-155488,OFF-AP-10001723,63.54,1,0,20.96,4.417
62,MX-2014-116337,FUR-BO-10000624,875.22,3,0,139.98,220.767
63,US-2012-164609,FUR-BO-10003499,437.688,3,0.4,-248.052,83.77
64,MX-2014-165442,OFF-BI-10003952,68.6,2,0,26.72,14.015
65,MX-2014-165442,OFF-BI-10002080,48.7,5,0,17.5,9.931
66,US-2012-104997,FUR-TA-10004584,132.108,2,0.7,-92.492,10.484
67,MX-2011-165673,OFF-PA-10004385,17.96,2,0,5.72,2.025
68,MX-2011-165673,TEC-CO-10001978,635.626,5,0.002,266.126,18.263
69,MX-2013-164021,FUR-BO-10004113,874.68,3,0,411.06,164.447
70,MX-2013-164021,FUR-FU-10001583,75.96,6,0,37.92,10.098
71,US-2014-120194,FUR-TA-10004937,928.256,2,0.2,-81.224,75.005
72,US-2011-132388,TEC-MA-10002710,107.448,2,0.7,-121.792,7.317
73,MX-2012-156720,OFF-SU-10001750,28.5,1,0,12.24,1.813
74,MX-2012-156720,TEC-AC-10004379,98,5,0,20.5,4.939
75,MX-2012-156720,OFF-BI-10001430,8.96,2,0,3.92,0.742
76,MX-2012-156720,OFF-EN-10002122,135.7,5,0,31.2,9.463
77,US-2014-157630,OFF-SU-10003236,18.528,2,0.4,-8.352,1.112
78,US-2014-157630,OFF-ST-10002471,158.76,2,0.4,15.84,12.381
79,US-2014-157630,OFF-SU-10002816,121.716,7,0.4,-2.044,7.756
80,US-2011-119935,FUR-FU-10000499,22.788,3,0.4,-0.792,1.356
81,US-2011-119935,FUR-CH-10004725,323.064,14,0.4,-124.096,4.365
82,US-2011-119935,TEC-AC-10001341,137.52,3,0.4,-22.92,6.763
83,US-2011-119935,OFF-AR-10000461,39.54,5,0.4,-19.86,3.076
84,MX-2013-119970,OFF-ST-10000990,263.92,2,0,5.24,16.439
85,MX-2013-119970,OFF-SU-10004643,144.3,5,0,36,7.596
86,MX-2014-165925,OFF-PA-10003380,36.72,3,0,10.26,2.694
87,MX-2014-137365,OFF-FA-10002247,76.96,8,0,9.92,10.711
88,MX-2014-137365,FUR-FU-10003150,39.024,2,0.4,-1.976,1.653
89,MX-2012-158981,TEC-AC-10003851,142.68,3,0,32.76,14.507
90,MX-2012-158981,FUR-BO-10004472,582,3,0.2,218.22,59.679
91,MX-2012-158981,OFF-BI-10000280,41.94,9,0,0,5.218
92,MX-2012-158981,OFF-EN-10000857,255,10,0,91.8,24.628
93,MX-2013-169292,OFF-PA-10001385,58.9,5,0,15.3,4.098
94,MX-2013-169292,OFF-EN-10002186,88.3,5,0,8.8,10.864
95,MX-2013-169292,OFF-FA-10004781,17.68,2,0,2.28,2.827
96,MX-2011-112319,FUR-BO-10003438,575.96,7,0,120.82,55.573
97,MX-2011-112319,TEC-AC-10001491,55.36,2,0,1.64,7.18
98,MX-2011-149986,OFF-ST-10004412,96,3,0,4.8,5.685
99,US-2013-125892,FUR-CH-10004725,92.304,3,0.2,-3.516,28.025
100,US-2013-125892,OFF-PA-10003224,84.96,6,0.2,-5.4,18.581
101,MX-2013-158533,TEC-AC-10001405,494.64,3,0,197.82,9.001
102,MX-2013-165708,OFF-FA-10003496,39.4,5,0,5.1,3.461
103,US-2013-103051,FUR-CH-10002547,244.56,5,0.2,-27.54,27.264
104,US-2013-103051,OFF-AR-10001072,16.48,2,0,2.28,2.128
105,MX-2013-151988,OFF-EN-10002624,5.68,1,0,2.26,0.627
106,MX-2012-141915,FUR-CH-10004387,266.544,9,0.2,6.624,29.587
107,US-2011-150623,OFF-PA-10004854,77.28,3,0.2,-1.02,5.989
108,US-2014-112368,OFF-AR-10000503,16.08,4,0.4,-5.36,2.223
109,US-2014-112368,OFF-PA-10001470,11.172,1,0.4,-0.188,1.71
110,MX-2013-135895,TEC-AC-10003681,48.16,2,0,13.48,12.209
111,MX-2014-162152,TEC-PH-10000087,465,5,0,27.9,55.555
112,MX-2012-121006,OFF-SU-10002032,46.1,5,0,10.1,4.027
113,US-2013-130631,OFF-PA-10000318,66.948,7,0.4,-16.772,5.729
114,US-2013-130631,OFF-PA-10002219,65.232,9,0.4,8.532,6.273
115,US-2013-130631,OFF-ST-10003089,409.26,5,0.4,20.46,28.996
116,MX-2014-145051,OFF-FA-10003123,27.76,5,0.2,1.36,1.61
117,MX-2014-167801,TEC-PH-10000347,461.9,5,0,101.6,78.476
118,MX-2013-117471,OFF-AP-10000329,1052.16,3,0,0,166.26
119,MX-2013-117471,OFF-EN-10004870,184.66,7,0,33.18,23.336
120,MX-2013-117471,OFF-FA-10004920,33.6,3,0,9.72,1.289
121,US-2012-146360,OFF-EN-10004580,101.94,5,0.4,-52.76,7.315
122,US-2012-112032,OFF-AR-10002975,73.104,4,0.4,-1.296,6.416
123,US-2011-138842,FUR-BO-10003103,273.12,4,0.4,-95.6,16.47
124,US-2011-138842,TEC-MA-10001290,105.96,2,0.7,-127.16,11.695
125,MX-2014-148488,FUR-CH-10000105,145.1,5,0,63.8,28.481
126,MX-2014-148488,TEC-CO-10001756,191.856,2,0.002,74.5755,32.388
127,MX-2014-148488,OFF-EN-10004518,199.2,8,0,63.68,30.212
128,MX-2014-148488,FUR-CH-10002653,191.2,2,0,38.24,6.467
129,MX-2014-148488,OFF-AR-10003123,107.82,3,0,51.72,10.823
130,MX-2011-158771,OFF-EN-10000857,185.76,6,0,3.6,16.394
131,MX-2014-135265,OFF-PA-10001164,47.4,3,0,22.26,4.391
132,US-2013-130239,FUR-BO-10002992,966.4,5,0.2,-96.7,72.519
133,US-2014-118752,OFF-FA-10004781,14.144,2,0.2,-1.256,0.886
134,US-2014-118752,OFF-BI-10002414,5.552,1,0.2,-0.768,0.178
135,MX-2014-128762,OFF-LA-10000203,13.32,5,0.4,0.42,1.105
136,MX-2014-128762,OFF-AP-10000621,373.284,3,0.4,49.764,30.005
137,MX-2014-128762,OFF-BI-10004080,5.598,1,0.7,-13.062,0.403
138,US-2012-105949,OFF-AR-10003794,81.816,7,0.4,-1.484,14.127
139,MX-2011-165337,TEC-MA-10001305,464.64,4,0,171.84,8.222
140,MX-2013-158071,TEC-MA-10002040,347.88,3,0,121.74,26.997
141,MX-2013-158071,OFF-BI-10004624,29.04,3,0,1.98,2.192
142,MX-2012-163272,TEC-CO-10004831,349.021,2,0.002,65.7406,22.535
143,MX-2012-163272,OFF-LA-10004519,23.46,3,0,9.36,1.285
144,MX-2012-163272,OFF-EN-10002186,70.64,4,0,7.04,5.457
145,MX-2011-105298,TEC-AC-10003454,179.52,3,0.2,40.38,7.14
146,MX-2011-105298,OFF-FA-10003911,17.856,2,0.2,-2.704,1.51
147,US-2012-116750,OFF-ST-10004835,218.208,4,0.4,-127.312,25.065
148,US-2012-116750,OFF-LA-10000448,6.768,2,0.4,-2.032,0.815
149,US-2012-116750,TEC-CO-10000917,422.762,4,0.402,-178.198,29.385
150,US-2012-116750,TEC-AC-10001364,57.384,3,0.4,5.724,2.379
151,MX-2013-106782,FUR-CH-10003853,195.78,3,0,9.78,17.895
152,MX-2013-106782,OFF-BI-10003184,19.3,5,0,7.1,1.012
153,MX-2013-106782,FUR-CH-10002010,193.1,5,0,79.1,2.876
154,US-2012-137526,OFF-BI-10003709,80.736,3,0.2,-11.124,8.699
155,MX-2011-140032,OFF-SU-10001421,103.08,3,0,26.76,7.875
156,MX-2012-144862,FUR-FU-10003414,58.7,5,0,9.3,5.01
157,MX-2012-144862,OFF-PA-10002033,105.06,3,0,36.72,9.517
158,MX-2012-137659,OFF-PA-10004849,37,2,0,3.68,5.055
159,MX-2012-137659,OFF-BI-10004275,13.62,3,0,6.48,2.39
160,MX-2014-133053,OFF-AR-10001694,168.4,5,0,3.3,24.441
161,MX-2014-133053,OFF-EN-10004988,152.64,6,0,35.04,31.558
162,MX-2012-133375,OFF-ST-10004368,255.22,7,0,99.4,75.07
163,MX-2012-133375,OFF-AR-10001192,210.48,6,0,75.72,79.432
164,US-2014-155194,OFF-AP-10000604,362.952,3,0.4,-60.528,30.049
165,MX-2012-133305,FUR-BO-10003873,836.928,4,0.2,230.128,239.217
166,MX-2012-107146,FUR-CH-10003853,326.3,5,0,16.3,26.909
167,MX-2012-107146,FUR-CH-10003623,277.6,5,0,2.7,17.623
168,MX-2013-127621,FUR-CH-10001114,30.816,1,0.2,9.616,2.872
169,US-2013-103513,OFF-PA-10001516,10.512,1,0.4,-2.808,3.155
170,MX-2013-131436,FUR-CH-10000343,731.424,3,0.2,118.824,54.037
171,MX-2011-104626,FUR-BO-10003463,650.88,8,0,32.48,49.413
172,MX-2013-141446,OFF-BI-10004142,10.72,2,0,4.48,1.42
173,MX-2013-141446,TEC-CO-10004152,342.514,4,0.002,61.0736,44.541
174,MX-2013-141446,OFF-AP-10001682,46.98,1,0,9.86,3.414
175,MX-2013-141446,TEC-AC-10004620,56.2,2,0,15.16,2.994
176,MX-2013-119795,OFF-BI-10000813,165.9,5,0,19.9,18.483
177,MX-2013-119795,OFF-EN-10004470,12.8,2,0,4.96,0.907
178,MX-2013-119795,OFF-PA-10003708,119.04,6,0,1.08,11.432
179,MX-2013-120453,FUR-BO-10003326,494.8,5,0,113.8,28.907
180,MX-2013-120453,OFF-AP-10002625,1111.56,6,0,200.04,115.526
181,MX-2013-120453,TEC-AC-10001948,370.4,10,0,55.4,32.328
182,MX-2013-120453,FUR-BO-10003284,394.2,3,0,90.66,37.296
183,MX-2013-120453,OFF-ST-10004190,14.4,2,0,3.28,1.162
184,US-2012-122539,OFF-PA-10004155,61.38,5,0.4,-37.92,9.518
185,MX-2014-141684,TEC-PH-10003254,141.888,4,0.2,19.488,4.893
186,MX-2013-148453,OFF-EN-10002396,74.34,3,0,17.82,12.458
187,MX-2013-148453,FUR-CH-10001130,121.58,1,0,15.8,2.52
188,MX-2013-148453,TEC-CO-10004981,159.68,2,0.002,70.08,21.107
189,MX-2013-148453,FUR-TA-10002101,1480.37,3,0.2,333.048,283.928
190,MX-2013-148453,FUR-TA-10004832,982.912,2,0.2,-12.288,77.857
191,MX-2013-148453,TEC-PH-10002871,346.74,3,0,100.5,70.849
192,MX-2013-148453,TEC-AC-10004434,19.74,1,0,9.66,3.714
193,MX-2014-102351,OFF-EN-10003529,58.3,5,0,15.1,1.855
194,MX-2012-144841,OFF-EN-10004995,129.76,4,0,42.8,16.642
195,US-2012-114867,OFF-LA-10002609,5.244,1,0.4,-2.456,1.043
196,MX-2014-134922,FUR-CH-10003733,89.248,2,0.2,6.688,12.848
197,US-2011-162229,OFF-LA-10002199,6.6,2,0.4,-0.68,0.858
198,US-2011-162229,OFF-EN-10003832,101.808,14,0.4,-49.392,14.24
199,US-2013-152800,OFF-LA-10002868,16.416,3,0.2,-1.284,0.691
200,US-2013-152800,OFF-SU-10001794,63.36,9,0.2,1.44,4.882
201,US-2013-152800,OFF-FA-10002835,9.376,2,0.2,2.776,0.835
202,US-2013-152800,OFF-EN-10003560,33.44,5,0.2,-4.66,0.887
203,MX-2014-118584,OFF-ST-10002499,256.74,3,0,0,26.588
204,MX-2014-133984,OFF-PA-10002237,118.8,9,0,56.88,8.368
205,MX-2013-163853,FUR-CH-10004194,80.112,2,0.4,9.312,3.147
206,MX-2013-163853,OFF-ST-10000645,107.304,2,0.4,-64.416,13.208
207,MX-2013-163853,OFF-AR-10000845,30.24,5,0.4,-0.56,3.326
208,US-2014-146080,FUR-CH-10000528,67.776,2,0.4,-44.064,8.765
209,US-2014-146080,OFF-BI-10003372,63.504,6,0.7,-146.136,12.792
210,US-2014-146080,OFF-EN-10003352,24.024,2,0.4,3.184,6.738
211,US-2014-146080,OFF-BI-10003184,2.316,2,0.7,-2.564,0.349
212,US-2014-146080,OFF-FA-10004586,8.184,2,0.4,-2.056,2.47
213,US-2014-146080,OFF-EN-10001755,198.528,11,0.4,-23.232,42.666
214,US-2011-118899,FUR-CH-10000892,738.288,3,0.2,-166.152,14.598
215,MX-2014-134306,OFF-BI-10001613,8.6,2,0,3.6,0.822
216,US-2011-128776,TEC-PH-10004871,88.096,2,0.2,-14.344,12.498
217,US-2011-128776,FUR-CH-10004725,276.912,9,0.2,-10.548,44.9
218,US-2011-128776,TEC-AC-10001491,110.72,5,0.2,-23.58,35.125
219,US-2011-128776,TEC-PH-10002218,538.24,8,0.2,-107.68,103.124
220,US-2011-128776,TEC-PH-10002815,1696.64,5,0.2,-148.46,704.056
221,MX-2012-147382,OFF-ST-10002070,142.08,4,0,7.04,11.422
222,MX-2012-147382,OFF-AP-10003625,818.08,4,0,8.16,77.98
223,MX-2012-147382,OFF-LA-10003271,17.76,3,0,0.12,1.528
224,MX-2012-147382,OFF-AP-10003559,723.12,2,0,86.76,104.495
225,MX-2012-147382,OFF-ST-10004432,123.2,7,0,31.92,6.315
226,MX-2012-147382,TEC-CO-10004398,519.938,3,0.002,217.718,31.416
227,MX-2011-131709,FUR-CH-10002653,688.32,9,0.2,0,44.499
228,MX-2014-146101,OFF-EN-10001109,86.7,5,0,35.5,8.429
229,MX-2014-111927,FUR-BO-10003543,398.52,3,0,191.28,35.208
230,MX-2014-107930,OFF-PA-10003513,29.88,2,0,13.44,7.823
231,MX-2014-107930,OFF-AR-10001061,63.48,2,0,30.44,16.336
232,MX-2014-107930,FUR-CH-10000343,1219.04,5,0.2,198.04,185.44
233,MX-2014-107930,TEC-CO-10000917,176.387,1,0.002,26.1465,39.431
234,MX-2014-107930,FUR-CH-10003109,229.056,3,0.2,8.556,88.448
235,MX-2013-115343,OFF-BI-10001422,113.04,6,0,40.68,28.92
236,MX-2013-115343,FUR-FU-10002007,50.4,3,0,4.02,17.719
237,MX-2014-165435,FUR-BO-10002325,549.52,2,0,109.88,31.647
238,MX-2012-125234,OFF-AP-10004958,2278.32,6,0,751.8,138.706
239,MX-2013-133417,FUR-BO-10001498,1098.96,5,0.2,233.46,66.627
240,MX-2013-133417,OFF-BI-10004177,58.98,3,0,25.32,3.067
241,MX-2011-133466,TEC-PH-10003254,177.36,4,0,54.96,9.279
242,MX-2011-133466,TEC-AC-10004951,51.96,3,0,18.66,3.675
243,MX-2011-133466,FUR-CH-10003354,360.24,3,0,104.46,27.399
244,MX-2011-133466,OFF-SU-10004711,55.04,2,0,1.64,4.857
245,MX-2014-141068,OFF-LA-10000203,22.2,5,0,9.3,1.743
246,MX-2014-141068,OFF-SU-10003701,44,4,0,3.52,2.803
247,MX-2011-146332,TEC-PH-10002572,226.12,2,0,97.2,38.427
248,MX-2011-146332,TEC-AC-10003044,158,4,0,20.48,19.884
249,MX-2014-148642,OFF-AR-10001072,41.2,5,0,5.7,4.462
250,MX-2014-148642,OFF-BI-10000769,43.7,5,0,12.2,5.967
251,MX-2012-129623,FUR-FU-10003384,63.648,3,0.4,8.448,3.545
252,US-2013-141257,FUR-BO-10001067,249.72,5,0.4,-33.38,25.606
253,US-2013-141257,OFF-LA-10002334,9.144,2,0.4,-0.176,1.082
254,US-2013-141257,OFF-LA-10004495,9.744,4,0.4,-0.656,0.938
255,MX-2014-157560,OFF-ST-10001335,188.84,2,0,41.52,16.687
256,MX-2012-100503,OFF-PA-10003475,119.64,6,0,31.08,8.018
257,MX-2012-100503,TEC-CO-10001824,161.596,2,0.002,30.4362,23.556
258,MX-2012-127565,OFF-LA-10001038,51.8,7,0,0,2.505
259,MX-2011-127089,FUR-BO-10001099,264.512,4,0.2,13.152,27.225
260,MX-2011-127089,TEC-AC-10004451,51.08,2,0,14.28,5.309
261,MX-2011-127089,TEC-AC-10002664,110.64,2,0,37.6,6.618
262,MX-2012-138471,FUR-CH-10004467,118.8,3,0.2,14.82,14.31
263,MX-2013-131961,OFF-PA-10001091,123.48,7,0,41.86,9.348
264,US-2013-116561,TEC-PH-10003177,246.48,5,0.4,-37.02,16.966
265,US-2013-101721,FUR-TA-10002482,285.376,1,0.2,-17.844,13.297
266,MX-2012-115259,OFF-AR-10000185,17.64,2,0,0.32,1.263
267,MX-2012-130792,OFF-EN-10001751,77.1,3,0,20.04,5.384
268,MX-2014-159282,FUR-CH-10003941,607.36,2,0,133.6,0.875
269,MX-2014-159282,OFF-EN-10000755,92.4,4,0,45.2,6.856
270,MX-2014-159282,OFF-FA-10002427,26.82,3,0,0.24,3.472
271,US-2014-148796,OFF-BI-10000963,3.432,2,0.7,-4.928,0.604
272,US-2014-148796,OFF-ST-10000836,43.368,2,0.4,-22.432,2.97
273,MX-2014-169586,OFF-FA-10003929,53.7,5,0,14.4,5.677
274,US-2014-138415,OFF-BI-10001895,102.84,5,0.4,-3.46,18.486
275,US-2014-138415,OFF-SU-10001515,29.016,2,0.4,-6.304,4.888
276,US-2011-152240,FUR-CH-10000885,551.556,3,0.4,-101.124,52.262
277,MX-2013-168781,OFF-ST-10004660,105.12,8,0,8.32,6.037
278,MX-2013-168781,OFF-AR-10001061,126.96,4,0,60.88,5.575
279,MX-2011-102771,OFF-AR-10001271,32.68,2,0,6.2,5.493
280,MX-2012-119249,TEC-PH-10004196,3408,8,0,238.56,41.893
281,US-2014-128279,FUR-FU-10004842,14.952,3,0.6,-22.428,1.246
282,MX-2014-155551,FUR-CH-10004338,90.3,3,0,3.6,9.522
283,MX-2012-154249,OFF-SU-10001421,137.44,4,0,35.68,10.838
284,US-2014-127600,OFF-ST-10004660,31.536,6,0.6,-41.064,2.861
285,MX-2013-153654,OFF-ST-10004412,64,2,0,3.2,5.361
286,MX-2013-153654,FUR-BO-10003543,318.816,3,0.2,111.576,29.282
287,MX-2013-153654,TEC-PH-10003932,333.96,3,0,13.32,37.049
288,MX-2013-153654,FUR-TA-10000317,1022.53,4,0.2,332.288,105.029
289,US-2011-156664,FUR-TA-10004840,369.468,2,0.7,-591.172,18.728
290,MX-2013-145534,OFF-LA-10002334,15.24,2,0,5.92,2.371
291,MX-2013-145534,TEC-PH-10003312,161.1,3,0,66,9.453
292,MX-2013-162481,TEC-PH-10003312,161.1,5,0.4,2.6,5.024
293,MX-2013-143000,FUR-TA-10004840,1970.5,4,0.2,49.216,116.237
294,MX-2013-103527,OFF-PA-10000540,130.56,6,0,31.32,6.341
295,MX-2012-133424,TEC-CO-10000266,701.474,4,0.002,300.754,177.044
296,MX-2012-133424,OFF-LA-10004799,18.54,3,0,2.94,1.654
297,MX-2012-133424,OFF-EN-10000761,15.7,1,0,2.98,1.734
298,MX-2012-164210,FUR-CH-10001616,123.24,3,0,33.24,11.524
299,MX-2013-145569,FUR-BO-10004423,99.528,2,0.4,13.248,8.913
300,US-2013-137519,TEC-AC-10000957,413.52,10,0.4,-89.68,69.991
301,US-2012-139892,OFF-FA-10004533,23.296,8,0.6,-7.584,1.062
302,US-2012-139892,OFF-PA-10001801,18.04,5,0.6,-5.46,1.161
303,MX-2014-160402,OFF-PA-10002295,98.22,3,0,35.34,5.332
304,MX-2014-160402,OFF-ST-10002522,46.44,3,0,18.54,5.373
305,MX-2014-130666,TEC-AC-10002799,69.18,1,0,21.44,5.6
306,MX-2014-130666,OFF-EN-10002725,65.84,4,0,15.12,2.861
307,MX-2013-160248,FUR-CH-10004338,180.6,6,0,7.2,16.852
308,MX-2013-160248,FUR-BO-10002782,199.28,2,0,89.64,24.536
309,MX-2011-109414,FUR-CH-10003354,96.064,1,0.2,10.804,12.653
310,MX-2011-109414,OFF-BI-10001304,116.64,6,0,0,12.443
311,MX-2011-109414,OFF-ST-10001890,32.3,1,0,13.88,4.388
312,MX-2011-109414,OFF-ST-10004185,267.96,7,0,15.96,22.523
313,US-2014-108203,OFF-EN-10003472,28.584,6,0.4,-12.936,1.67
314,US-2014-108203,OFF-BI-10001987,40.872,2,0.4,-26.568,3.798
315,US-2014-108203,OFF-AP-10004569,82.548,3,0.4,-27.552,7.342
316,US-2014-108203,OFF-FA-10002427,21.456,4,0.4,-13.984,1.553
317,MX-2014-164112,TEC-MA-10004236,1600.96,8,0,368.16,58.463
318,MX-2014-164112,OFF-AP-10003043,303.3,5,0,42.4,8.475
319,MX-2014-164112,OFF-SU-10004446,53.7,5,0,13.4,15.738
320,US-2012-104374,OFF-PA-10004294,60.96,5,0.4,-38.64,4.648
321,US-2011-104556,OFF-SU-10003019,53.82,5,0.4,-3.68,3.835
322,MX-2014-139976,OFF-AR-10002677,34.92,3,0,7.32,3.552
323,MX-2014-165568,OFF-LA-10001800,37.9,5,0,2.6,0.526
324,MX-2011-108077,OFF-BI-10004470,15.9,3,0,3.48,0.861
325,MX-2011-108077,OFF-BI-10000719,5.32,2,0,1.8,0.175
326,MX-2011-108077,OFF-ST-10003718,77.16,2,0,34.72,5.56
327,US-2014-161186,TEC-AC-10004044,31.848,2,0.4,-6.392,1.109
328,MX-2013-156412,OFF-BI-10001613,8.6,2,0,3.6,0.588
329,MX-2013-156412,OFF-ST-10004412,128,4,0,6.4,10.808
330,MX-2013-156412,OFF-ST-10000496,89.16,6,0,31.2,4.552
331,US-2012-162684,OFF-FA-10003931,30.144,4,0.4,-9.056,4.087
332,MX-2011-161116,OFF-BI-10000124,76.68,9,0,34.38,6.46
333,MX-2011-161116,OFF-PA-10002295,65.48,2,0,23.56,2.44
334,MX-2014-112347,TEC-CO-10003262,718.979,3,0.002,99.3592,19.09
335,MX-2013-152065,OFF-EN-10002855,295.92,9,0,133.02,25.606
336,US-2013-132934,FUR-CH-10000677,65.136,2,0.4,-21.744,8.623
337,US-2013-132934,FUR-FU-10002837,177.888,4,0.4,-38.592,15.085
338,US-2013-104283,TEC-CO-10004570,238.482,5,0.402,-24.8176,59.649
339,MX-2013-147242,OFF-FA-10002632,14.76,2,0,3.36,1.213
340,MX-2013-147242,FUR-BO-10004504,225.6,2,0,42.84,22.153
341,MX-2013-147242,TEC-PH-10000931,259.74,3,0,20.76,16.554
342,MX-2011-165232,OFF-BI-10000806,13.44,2,0,2.4,0.801
343,MX-2012-113502,TEC-AC-10004975,75.8,2,0,11.36,4.298
344,MX-2012-113502,FUR-CH-10003706,231.9,5,0,39.4,10.762
345,MX-2012-113502,FUR-TA-10001740,1454.83,3,0.2,-54.588,84.238
346,MX-2014-122574,OFF-FA-10003499,54.48,6,0,10.32,2.958
347,MX-2014-122574,OFF-EN-10002855,328.8,10,0,147.8,58.451
348,US-2011-113166,TEC-AC-10002257,723.324,7,0.4,-277.396,40.391
349,US-2011-113166,OFF-AP-10003794,198.432,1,0.4,9.912,18.282
350,MX-2012-136455,OFF-LA-10000990,21.54,3,0,10.5,1.704
351,US-2014-128587,OFF-BI-10001191,1.956,1,0.4,-0.424,0.54
352,US-2014-128587,TEC-CO-10002427,209.013,2,0.402,-7.70704,58.667
353,US-2014-128587,OFF-ST-10002781,154.656,3,0.4,-5.184,29.663
354,US-2014-128587,FUR-BO-10001201,98.808,2,0.4,4.928,17.966
355,US-2014-128587,OFF-EN-10004057,49.62,5,0.4,-31.48,15.682
356,US-2014-128587,OFF-FA-10001175,22.68,5,0.4,-9.12,5.58
357,US-2013-151379,FUR-TA-10000310,189.522,3,0.7,-435.918,59.972
358,US-2013-151379,OFF-ST-10002522,27.864,3,0.4,-0.036,10.235
