,Product ID,Sales,Discount,Profit,order Count,Category Encode,Percentage Profit,Mean Profit Categorical,Least Sale Price,Sub-Category,Profit Predict
397,OFF-PA-10004385,8.98,0.0,2.86,5,12,3.13986013986014,3.761473905291685,-7.909017834759666,Paper,1.8816470473123275
402,TEC-CO-10001978,127.12519999999999,0.002,53.225199999999994,3,6,2.388440062226164,25.13978430112498,-1470.8248536186866,Copiers,25.37433578331019
405,FUR-BO-10004113,291.56,0.0,137.02,9,4,2.1278645453218505,18.807917595793494,-2450.2582271147753,Bookcases,43.795912060711494
414,FUR-FU-10001583,12.659999999999998,0.0,6.32,6,9,2.003164556962025,4.498363758732702,-15.814642592778004,Furnishings,2.0865928548723005
424,TEC-MA-10002710,53.724,0.7,-60.896,3,11,-0.8822254335260115,8.847668167999117,-183.94206232879228,Machines,5.231313083901767
427,OFF-SU-10001750,28.5,0.0,12.24,3,15,2.3284313725490198,2.294925182481752,-4.20268385036497,Supplies,3.027828619044925
430,TEC-AC-10004379,19.6,0.0,4.1,9,0,4.7804878048780495,10.542759146137087,-83.71903963214346,Accessories,2.574399442921667
439,OFF-BI-10001430,4.48,0.0,1.96,13,3,2.285714285714286,5.364743756435006,-7.537026014414414,Binders,1.631584642584265
452,OFF-EN-10002122,27.139999999999997,0.0,6.24,5,7,4.349358974358974,2.8998306506849314,-12.210701929794517,Envelopes,2.938369584351527
457,OFF-SU-10003236,9.264,0.4,-4.176,6,15,-2.2183908045977008,2.294925182481752,-1.3660934452554745,Supplies,1.9161554498061975
463,OFF-ST-10002471,79.38,0.4,7.92,4,14,10.022727272727272,6.524557246851228,-179.57967712752526,Storage,6.870863068684159
467,OFF-SU-10002816,17.387999999999998,0.4,-0.292,6,15,-59.54794520547945,2.294925182481752,-2.564079536496351,Supplies,2.3842645043867208
473,FUR-FU-10000499,7.596,0.4,-0.264,4,9,-28.772727272727273,4.498363758732702,-9.488785555666801,Furnishings,1.7914553805092694
477,FUR-CH-10004725,23.076,0.4,-8.864,12,5,-2.603339350180505,11.697042052787832,-111.88447120506603,Chairs,2.896463353161991
489,TEC-AC-10001341,45.84,0.4,-7.640000000000001,8,0,-6.0,10.542759146137087,-195.80003962946208,Accessories,4.82370773315624
497,OFF-AR-10000461,7.9079999999999995,0.4,-3.972,5,2,-1.9909365558912386,2.749114742092974,-2.9619996902356185,Art,1.8203538144788283
502,OFF-ST-10000990,131.96,0.0,2.62,8,14,50.36641221374046,6.524557246851228,-298.530287147244,Storage,11.548015979187518
510,OFF-SU-10004643,28.860000000000003,0.0,7.2,6,15,4.008333333333334,2.294925182481752,-4.255770383211683,Supplies,3.056394520295825
516,OFF-PA-10003380,12.24,0.0,3.42,7,12,3.5789473684210527,3.761473905291685,-10.78022030038511,Paper,2.0731314000184113
523,OFF-FA-10002247,9.62,0.0,1.24,9,8,7.758064516129032,1.26022,3.5583418,Fasteners,1.9475992878481847
532,FUR-FU-10003150,19.512,0.4,-0.988,5,9,-19.748987854251013,4.498363758732702,-24.37403683019624,Furnishings,2.484040251133848
537,TEC-AC-10003851,47.56,0.0,10.92,7,0,4.355311355311356,10.542759146137087,-203.14681249513993,Accessories,4.989854645538692
544,FUR-BO-10004472,194.0,0.2,72.74,8,4,2.667033269177894,18.807917595793494,-1630.368006791969,Bookcases,29.706848244219934
552,OFF-BI-10000280,4.66,0.0,0.0,10,3,inf,5.364743756435006,-7.839852952493564,Binders,1.6326569642395725
562,OFF-EN-10000857,25.5,0.0,9.18,11,7,2.7777777777777777,2.8998306506849314,-11.472840796232873,Envelopes,2.857856246628735
573,OFF-PA-10001385,11.78,0.0,3.06,9,12,3.8496732026143787,3.761473905291685,-10.37508130216802,Paper,2.052156864945026
582,OFF-EN-10002186,17.66,0.0,1.7600000000000002,4,7,10.034090909090908,2.8998306506849314,-7.945504645547949,Envelopes,2.3806611587785795
586,OFF-FA-10004781,8.84,0.0,1.14,6,8,7.754385964912281,1.26022,3.2698276,Fasteners,1.8945673196395774
592,FUR-BO-10003438,82.28,0.0,17.259999999999998,11,4,4.767091541135574,18.807917595793494,-691.4777298909444,Bookcases,13.466249180785795
603,TEC-AC-10001491,27.68,0.0,0.82,8,0,33.75609756097561,10.542759146137087,-118.23178658253727,Accessories,3.1972404436136586
611,OFF-ST-10004412,32.0,0.0,1.5999999999999999,13,14,20.0,6.524557246851228,-72.39291594961965,Storage,3.3268864311230786
624,OFF-PA-10003224,14.159999999999998,0.2,-0.9,5,12,-15.73333333333333,3.761473905291685,-12.471235249465128,Paper,2.1782839048379685
629,TEC-AC-10001405,164.88,0.0,65.94,5,0,2.5004549590536853,10.542759146137087,-704.2650640075412,Accessories,18.75562144125771
634,OFF-FA-10003496,7.88,0.0,1.02,8,8,7.7254901960784315,1.26022,2.9147332000000006,Fasteners,1.844461273914149
642,FUR-CH-10002547,48.912,0.2,-5.508,11,5,-8.880174291938998,11.697042052787832,-237.1508604429792,Chairs,5.3826688431337
653,OFF-AR-10001072,8.24,0.0,1.14,9,2,7.228070175438598,2.749114742092974,-3.086352737423052,Art,1.850393386025054
662,OFF-EN-10002624,5.68,0.0,2.26,5,7,2.5132743362831858,2.8998306506849314,-2.5555190479452055,Envelopes,1.6961826649820608
667,FUR-CH-10004387,29.616,0.2,0.736,12,5,40.23913043478261,11.697042052787832,-143.59379871768223,Chairs,3.4594130361764854
679,OFF-PA-10004854,25.76,0.2,-0.34,7,12,-75.76470588235294,3.761473905291685,-22.6877839001569,Paper,2.8639727100278023
686,OFF-AR-10000503,4.02,0.4,-1.34,5,2,-2.9999999999999996,2.749114742092974,-1.5057206316068772,Art,1.5998009057256226
691,OFF-PA-10001470,11.172,0.4,-0.188,7,12,-59.42553191489362,3.761473905291685,-9.839593234959352,Paper,2.011278773838569
698,TEC-AC-10003681,24.08,0.0,6.74,2,0,3.5727002967359045,10.542759146137087,-102.8548201194905,Accessories,2.895268407128434
700,TEC-PH-10000087,93.0,0.0,5.58,6,13,16.666666666666668,17.979630824317184,-743.0528333307491,Phones,14.82365430614594
706,OFF-SU-10002032,9.22,0.0,2.02,10,15,4.564356435643565,2.294925182481752,-1.3596050912408764,Supplies,1.9250747934732146
716,OFF-PA-10000318,9.563999999999998,0.4,-2.396,6,12,-3.9916527545909846,3.761473905291685,-8.423368215104833,Paper,1.916817868200404
722,OFF-PA-10002219,7.248,0.4,0.948,7,12,7.645569620253165,3.761473905291685,-6.383581432777065,Paper,1.7878405998311848
729,OFF-ST-10003089,81.852,0.4,4.0920000000000005,4,14,20.002932551319645,6.524557246851228,-185.1720298846334,Storage,7.076209296269468
733,OFF-FA-10003123,5.5520000000000005,0.2,0.272,6,8,20.411764705882355,1.26022,2.0536292800000004,Fasteners,1.7049670888158914
739,TEC-PH-10000347,92.38,0.0,20.32,13,13,4.546259842519685,17.979630824317184,-738.0991477752108,Phones,14.734748543524873
752,OFF-AP-10000329,350.72,0.0,0.0,1,1,inf,24.811801592370525,-4000.277527238096,Appliances,69.73347002893142
753,OFF-EN-10004870,26.38,0.0,4.74,6,7,5.565400843881856,2.8998306506849314,-11.868766282534246,Envelopes,2.8959988421922347
759,OFF-FA-10004920,11.200000000000001,0.0,3.24,5,8,3.4567901234567904,1.26022,4.142768000000001,Fasteners,2.028468270758559
764,OFF-EN-10004580,20.387999999999998,0.4,-10.552,7,7,-1.9321455648218346,2.8998306506849314,-9.172873653082188,Envelopes,2.5463473479713272
771,OFF-AR-10002975,18.276,0.4,-0.324,7,2,-56.407407407407405,2.749114742092974,-6.845410513245593,Art,2.421798699427221
778,FUR-BO-10003103,68.28,0.4,-23.9,9,4,-2.856903765690377,18.807917595793494,-573.82230672039,Bookcases,10.896112796975025
787,TEC-MA-10001290,52.98,0.7,-63.58,3,11,-0.8332809059452658,8.847668167999117,-181.39472977029658,Machines,5.164746484275625
790,FUR-CH-10000105,29.02,0.0,12.76,16,5,2.274294670846395,11.697042052787832,-140.70408018595145,Chairs,3.4192689787109742
806,OFF-EN-10004518,24.9,0.0,7.96,5,7,3.128140703517588,2.8998306506849314,-11.202891601027396,Envelopes,2.8062494510926683
811,FUR-CH-10002653,95.6,0.0,19.12,13,5,4.999999999999999,11.697042052787832,-463.5186101232583,Chairs,11.11671339620058
824,OFF-AR-10003123,35.94,0.0,17.24,4,2,2.0846867749419955,2.749114742092974,-13.461591915410736,Art,3.45752694296592
828,OFF-PA-10001164,15.799999999999999,0.0,7.420000000000001,2,12,2.1293800539083554,3.761473905291685,-13.915643851804312,Paper,2.2664148798807986
830,FUR-BO-10002992,193.28,0.2,-19.34,6,4,-9.99379524301965,18.807917595793494,-1624.3171564574832,Bookcases,29.60548183170957
836,OFF-BI-10002414,5.552,0.2,-0.768,15,3,-7.229166666666666,5.364743756435006,-9.340528667863577,Binders,1.6976353866364704
851,OFF-LA-10000203,2.664,0.4,0.08399999999999999,10,10,31.71428571428572,1.2406590753424658,1.0114421116438357,Labels,1.551990965562645
861,OFF-AP-10000621,124.428,0.4,16.588,4,1,7.501085121774777,24.811801592370525,-1419.21342426774,Appliances,24.62221230742903
865,OFF-BI-10004080,5.598,0.7,-13.062,5,3,-0.4285714285714286,5.364743756435006,-9.417917774261582,Binders,1.6707402017058826
870,OFF-AR-10003794,11.688,0.4,-0.212,6,2,-55.132075471698116,2.749114742092974,-4.377826552791337,Art,2.0389098895299185
876,TEC-MA-10001305,116.16,0.0,42.96,3,11,2.7039106145251397,8.847668167999117,-397.7125671973888,Machines,11.613149577413743
879,TEC-MA-10002040,115.96,0.0,40.58,2,11,2.8575653031049777,8.847668167999117,-397.0278003805888,Machines,11.588766191585712
881,OFF-BI-10004624,9.68,0.0,0.66,6,3,14.666666666666666,5.364743756435006,-16.285359781145427,Binders,1.9058710865212376
887,TEC-CO-10004831,174.5105,0.002,32.8703,8,6,5.309063196867689,25.13978430112498,-2019.0676641407354,Copiers,34.86115193994573
895,OFF-LA-10004519,7.82,0.0,3.1199999999999997,8,10,2.506410256410257,1.2406590753424658,2.9690230154109587,Labels,1.8430978423197928
903,TEC-AC-10003454,59.84,0.2,13.46,6,0,4.445765230312036,10.542759146137087,-255.5993536524216,Accessories,6.249110253003096
909,OFF-FA-10003911,8.928,0.2,-1.352,9,8,-6.603550295857988,1.26022,3.3023779200000005,Fasteners,1.9073405982707001
918,OFF-ST-10004835,54.552,0.4,-31.828,12,14,-1.7139625486992585,6.524557246851228,-123.41182346511408,Storage,4.929372327238127
930,OFF-LA-10000448,3.384,0.4,-1.016,10,10,-3.3307086614173227,1.2406590753424658,1.284804844520548,Labels,1.5932047112043932
940,TEC-CO-10000917,105.6905,0.402,-44.5495,8,6,-2.372428422316749,25.13978430112498,-1222.8276863390247,Copiers,21.48897973861424
948,TEC-AC-10001364,19.128,0.4,1.9080000000000001,5,0,10.025157232704402,10.542759146137087,-81.70294847365511,Accessories,2.5286108455280356
953,FUR-CH-10003853,65.26,0.0,3.26,6,5,20.018404907975462,11.697042052787832,-316.414482182467,Chairs,7.249241866322038
959,OFF-BI-10003184,3.8600000000000003,0.0,1.42,8,3,2.71830985915493,5.364743756435006,-6.493955449919563,Binders,1.582498879522774
967,FUR-CH-10002010,38.62,0.0,15.819999999999999,8,5,2.441213653603034,11.697042052787832,-187.24988203933302,Chairs,4.3010404880671445
975,OFF-SU-10001421,34.36,0.0,8.92,7,15,3.8520179372197307,2.294925182481752,-5.066814635036501,Supplies,3.385189700126901
982,FUR-FU-10003414,11.74,0.0,1.86,13,9,6.311827956989247,4.498363758732702,-14.66539526376096,Furnishings,2.0534163427003307
995,OFF-PA-10002033,35.02,0.0,12.24,6,12,2.861111111111111,3.761473905291685,-30.8434080816574,Paper,3.420055260869553
1001,OFF-PA-10004849,18.5,0.0,1.84,6,12,10.054347826086955,3.761473905291685,-16.293633623948082,Paper,2.4332307274650162
1007,OFF-BI-10004275,4.54,0.0,2.16,5,3,2.1018518518518516,5.364743756435006,-7.637968327107465,Binders,1.6125885041649681
1012,OFF-AR-10001694,33.68,0.0,0.6599999999999999,5,2,51.03030303030304,2.749114742092974,-12.615092256845678,Art,3.3247329204894385
1017,OFF-EN-10004988,25.439999999999998,0.0,5.84,4,7,4.3561643835616435,2.8998306506849314,-11.445845876712326,Envelopes,2.835607178061693
1021,OFF-ST-10004368,36.46,0.0,14.200000000000001,9,14,2.567605633802817,6.524557246851228,-82.48267861009788,Storage,3.6179014091248476
1030,OFF-AR-10001192,35.08,0.0,12.62,6,2,2.779714738510301,2.749114742092974,-13.139472576310759,Art,3.410965133605984
1036,OFF-AP-10000604,120.984,0.4,-20.176,3,1,-5.9964314036478985,24.811801592370525,-1379.9315019256778,Appliances,24.00386278403683
1039,FUR-BO-10003873,209.232,0.2,57.532,4,4,3.6367934366960997,18.807917595793494,-1758.3771072015322,Bookcases,31.860206970272152
1043,FUR-CH-10003623,55.52,0.0,0.54,3,5,102.81481481481481,11.697042052787832,-269.18988738539025,Chairs,6.0985078077936095
1046,FUR-CH-10001114,30.816,0.2,9.616,8,5,3.2046589018302827,11.697042052787832,-149.41202394935493,Chairs,3.556361677930987
1054,OFF-PA-10001516,10.512,0.4,-2.808,8,12,-3.743589743589744,3.761473905291685,-9.258306846213095,Paper,1.9761959562109723
1062,FUR-CH-10000343,243.808,0.2,39.608,6,5,6.155524136538073,11.697042052787832,-1182.108214403048,Chairs,27.562782684839398
1068,FUR-BO-10003463,81.36,0.0,4.06,6,4,20.039408866995075,18.807917595793494,-683.7460877968795,Bookcases,13.28848105719419
1074,OFF-BI-10004142,5.36,0.0,2.24,10,3,2.392857142857143,5.364743756435006,-9.017513267245818,Binders,1.6718171543083642
1084,TEC-CO-10004152,85.6285,0.002,15.2684,7,6,5.608216970998926,25.13978430112498,-990.7125100144403,Copiers,17.699435800356866
1091,OFF-AP-10001682,46.98,0.0,9.86,6,1,4.764705882352941,24.811801592370525,-535.8492194047835,Appliances,8.997654623152542
1097,TEC-AC-10004620,28.1,0.0,7.58,7,0,3.70712401055409,10.542759146137087,-120.02576600322604,Accessories,3.228805214244524
1104,OFF-BI-10000813,33.18,0.0,3.9799999999999995,9,3,8.336683417085428,5.364743756435006,-55.82109891925674,Binders,3.3409506731748806
1113,OFF-EN-10004470,6.4,0.0,2.48,10,7,2.580645161290323,2.8998306506849314,-2.87945808219178,Envelopes,1.7503447801074188
1123,OFF-PA-10003708,19.84,0.0,0.18000000000000002,7,12,110.22222222222221,3.761473905291685,-17.473821140493513,Paper,2.5142834345666003
1130,FUR-BO-10003326,98.96000000000001,0.0,22.759999999999998,5,4,4.347978910369069,18.807917595793494,-831.6557626398621,Bookcases,16.358295323275073
1135,OFF-AP-10002625,185.26,0.0,33.339999999999996,5,1,5.556688662267547,24.811801592370525,-2113.0571815012813,Appliances,36.61554886380664
1140,TEC-AC-10001948,37.04,0.0,5.54,9,0,6.6859205776173285,10.542759146137087,-158.2118993864588,Accessories,4.002999529921446
1149,FUR-BO-10003284,131.4,0.0,30.22,4,4,4.348113831899405,18.807917595793494,-1104.2801860436325,Bookcases,21.31907315831872
1153,OFF-ST-10004190,7.2,0.0,1.64,6,14,4.390243902439025,6.524557246851228,-16.28840608866442,Storage,1.7676789327471383
1159,OFF-PA-10004155,12.276,0.4,-7.5840000000000005,8,12,-1.6186708860759493,3.761473905291685,-10.811926830680363,Paper,2.0772693350736517
1167,TEC-PH-10003254,35.472,0.2,4.872,8,13,7.280788177339902,17.979630824317184,-283.4147323000896,Phones,4.970981545394956
1175,OFF-EN-10002396,24.78,0.0,5.94,6,7,4.171717171717171,2.8998306506849314,-11.148901761986302,Envelopes,2.80170587562759
1181,FUR-CH-10001130,121.58,0.0,15.8,10,5,7.694936708860759,11.697042052787832,-589.4831863889724,Chairs,14.515584785649658
1191,TEC-CO-10004981,79.84,0.002,35.04,11,6,2.2785388127853885,25.13978430112498,-923.7401893009093,Copiers,16.532590897047527
1204,TEC-PH-10002871,115.58,0.0,33.5,6,13,3.450149253731343,17.979630824317184,-923.4628653372902,Phones,18.446044540424182
1210,TEC-AC-10004434,19.74,0.0,9.66,7,0,2.043478260869565,10.542759146137087,-84.31703277237303,Accessories,2.5791737518135847
1217,OFF-EN-10003529,11.66,0.0,3.02,16,7,3.8609271523178808,2.8998306506849314,-5.2460126934931495,Envelopes,2.068957926765826
1233,OFF-EN-10004995,32.44,0.0,10.7,4,7,3.0317757009345794,2.8998306506849314,-14.595253154109585,Envelopes,3.250761007102085
1237,OFF-LA-10002609,5.244,0.4,-2.456,5,10,-2.1351791530944624,1.2406590753424658,1.9909919044520548,Labels,1.6865343633397956
1242,FUR-CH-10003733,44.624,0.2,3.344,9,5,13.344497607655503,11.697042052787832,-216.36040228180212,Chairs,4.917924679868669
1251,OFF-LA-10002199,3.3,0.4,-0.34,7,10,-9.705882352941176,1.2406590753424658,1.2529125256849314,Labels,1.5801521530878446
1258,OFF-EN-10003832,7.272,0.4,-3.528,4,7,-2.061224489795918,2.8998306506849314,-3.2717842458904105,Envelopes,1.7834607597253154
1262,OFF-LA-10002868,5.472,0.2,-0.428,5,10,-12.785046728971963,1.2406590753424658,2.0775567698630137,Labels,1.6999294983677231
1267,OFF-SU-10001794,7.04,0.2,0.16,6,15,44.0,2.294925182481752,-1.0381366423357683,Supplies,1.7894051446408383
1273,OFF-FA-10002835,4.688,0.2,1.388,4,8,3.377521613832853,1.26022,1.7340443200000002,Fasteners,1.6504321668621884
1277,OFF-EN-10003560,6.688,0.2,-0.932,8,7,-7.175965665236051,2.8998306506849314,-3.0090336958904107,Envelopes,1.7608037663895075
1285,OFF-ST-10002499,85.58,0.0,0.0,12,14,inf,6.524557246851228,-193.60580459276406,Storage,7.411533635288272
1297,OFF-PA-10002237,13.2,0.0,6.32,7,12,2.0886075949367084,3.761473905291685,-11.62572777492512,Paper,2.1283434213748436
1304,FUR-CH-10004194,40.056,0.4,4.656,10,5,8.603092783505154,11.697042052787832,-194.2123582332347,Chairs,4.449906644456583
1314,OFF-ST-10000645,53.652,0.4,-32.208,7,14,-1.6657973174366618,6.524557246851228,-121.37577270403105,Storage,4.8475261827486165
1321,OFF-AR-10000845,6.048,0.4,-0.11200000000000002,10,2,-53.99999999999999,2.749114742092974,-2.2653229800891523,Art,1.7279820864389919
1331,FUR-CH-10000528,33.888,0.4,-22.032,5,5,-1.5381263616557734,11.697042052787832,-164.30668054243705,Chairs,3.833412414983222
1336,OFF-BI-10003372,10.584,0.7,-24.355999999999998,8,3,-0.43455411397602234,5.364743756435006,-17.806223959054055,Binders,1.962054131853563
1344,OFF-EN-10003352,12.012,0.4,1.592,8,7,7.545226130653266,2.8998306506849314,-5.4043828880137,Envelopes,2.064341560565026
1352,OFF-FA-10004586,4.092,0.4,-1.028,3,8,-3.9805447470817117,1.26022,1.51358988,Fasteners,1.6136050224869507
1355,OFF-EN-10001755,18.048,0.4,-2.112,5,7,-8.545454545454545,2.8998306506849314,-8.120071791780816,Envelopes,2.4050200880473867
1360,FUR-CH-10000892,246.096,0.2,-55.38399999999999,6,5,-4.4434493716596855,11.697042052787832,-1193.2016305114373,Chairs,27.75153500485426
1366,OFF-BI-10001613,4.3,0.0,1.8,9,3,2.388888888888889,5.364743756435006,-7.234199076335262,Binders,1.6097425845708457
